index,year,month,day_of_week,unique_carrier,arr_delay,origin,dest,distance,depart_time,arrive_time,schedule_dep_time,schedule_arr_time,total_delay,delay_cause,delay_minute
18165,2008,1,3,EV,-10.0,ATL,ISP,795,14:29,16:35,14:35,16:45,0.0,,
18166,2008,8,4,CO,19.0,RDU,IAH,1043,06:36,08:19,06:15,08:00,19.0,carrier_delay,19.0
18167,2008,4,2,YV,-6.0,ORD,CAK,344,19:33,21:46,19:35,21:52,0.0,,
18168,2008,12,3,US,-6.0,ORD,PHL,678,05:38,08:45,05:45,08:51,0.0,,
18169,2008,3,1,CO,46.0,EWR,MIA,1086,11:05,15:06,11:15,14:20,46.0,nas_delay,46.0
18170,2008,9,4,UA,33.0,SFO,ORD,1846,10:30,16:41,09:59,16:08,33.0,carrier_delay,31.0
18170,2008,9,4,UA,33.0,SFO,ORD,1846,10:30,16:41,09:59,16:08,33.0,nas_delay,2.0
18171,2008,7,1,HA,-4.0,LIH,HNL,102,14:07,14:41,14:15,14:45,0.0,,
18172,2008,7,1,DL,45.0,BOS,ATL,946,18:22,21:16,17:30,20:31,45.0,late_aircraft_delay,45.0
18173,2008,3,2,AA,-10.0,LAS,DFW,1055,08:23,13:00,08:30,13:10,0.0,,
18174,2008,10,5,WN,30.0,PHL,DEN,1557,08:07,10:55,08:10,10:25,30.0,nas_delay,30.0
18175,2008,8,5,DL,12.0,BOS,CVG,752,13:39,16:03,13:35,15:51,0.0,,
18176,2008,6,5,NW,25.0,MEM,LIT,129,19:41,20:32,19:21,20:07,25.0,carrier_delay,20.0
18176,2008,6,5,NW,25.0,MEM,LIT,129,19:41,20:32,19:21,20:07,25.0,nas_delay,5.0
18177,2008,4,1,UA,-11.0,SFO,SNA,372,06:34,07:57,06:40,08:08,0.0,,
18178,2008,6,2,WN,49.0,SAT,HRL,233,18:22,19:04,17:25,18:15,49.0,carrier_delay,7.0
18178,2008,6,2,WN,49.0,SAT,HRL,233,18:22,19:04,17:25,18:15,49.0,late_aircraft_delay,42.0
18179,2008,10,6,YV,-11.0,DEN,MCI,533,13:33,15:55,13:35,16:06,0.0,,
18180,2008,12,4,B6,-25.0,JFK,CLT,541,21:38,23:25,21:40,23:50,0.0,,
18181,2008,2,4,WN,,STL,MDW,251,,,19:05,20:05,0.0,,
18182,2008,3,7,OO,15.0,DEN,MRY,960,17:42,19:33,17:45,19:18,15.0,nas_delay,15.0
18183,2008,11,3,EV,6.0,ATL,GNV,300,08:38,09:55,08:40,09:49,0.0,,
18184,2008,5,5,OH,21.0,DCA,BOS,399,17:30,19:00,17:00,18:39,21.0,weather_delay,21.0
18185,2008,10,7,AA,-14.0,DCA,MIA,920,05:56,08:16,06:00,08:30,0.0,,
18186,2008,11,7,MQ,35.0,DFW,PIT,1068,20:16,23:40,19:30,23:05,35.0,carrier_delay,35.0
18187,2008,3,5,NW,26.0,DTW,TPA,983,19:36,22:40,19:39,22:14,26.0,nas_delay,26.0
18188,2008,3,4,US,-23.0,PHX,SLC,507,10:06,12:34,10:10,12:57,0.0,,
18189,2008,7,6,XE,-17.0,HSV,IAH,595,14:51,16:23,14:50,16:40,0.0,,
18190,2008,5,4,OO,-3.0,SLC,PIH,150,15:17,16:18,15:22,16:21,0.0,,
18191,2008,5,4,XE,16.0,MCI,TUS,1036,08:30,09:38,08:35,09:22,16.0,nas_delay,16.0
18192,2008,8,1,WN,-4.0,SDF,STL,254,19:18,19:21,19:20,19:25,0.0,,
18193,2008,3,3,OO,9.0,TUS,DEN,639,07:12,09:17,07:15,09:08,0.0,,
18194,2008,5,5,MQ,47.0,ORD,DBQ,147,21:48,22:37,21:05,21:50,47.0,carrier_delay,43.0
18194,2008,5,5,MQ,47.0,ORD,DBQ,147,21:48,22:37,21:05,21:50,47.0,nas_delay,4.0
18195,2008,2,5,OO,16.0,ABQ,SLC,493,18:47,20:45,18:51,20:29,16.0,late_aircraft_delay,16.0
18196,2008,7,5,WN,3.0,BWI,MHT,377,15:59,17:13,15:50,17:10,0.0,,
18197,2008,10,7,WN,-4.0,PHX,LAS,256,20:27,21:26,20:25,21:30,0.0,,
18198,2008,3,2,MQ,-11.0,CLE,ORD,316,14:44,15:09,14:50,15:20,0.0,,
18199,2008,8,7,XE,90.0,MSN,CLE,402,17:31,19:44,15:55,18:14,90.0,weather_delay,4.0
18199,2008,8,7,XE,90.0,MSN,CLE,402,17:31,19:44,15:55,18:14,90.0,late_aircraft_delay,86.0
18200,2008,8,3,XE,30.0,IAH,OMA,781,09:40,11:49,09:10,11:19,30.0,carrier_delay,2.0
18200,2008,8,3,XE,30.0,IAH,OMA,781,09:40,11:49,09:10,11:19,30.0,late_aircraft_delay,28.0
18201,2008,7,5,OO,-11.0,BFL,LAX,109,14:39,15:29,14:45,15:40,0.0,,
18202,2008,9,1,US,-13.0,DEN,PHX,602,05:53,06:39,06:00,06:52,0.0,,
18203,2008,4,4,OO,-24.0,SLC,HLN,402,21:24,22:39,21:36,23:03,0.0,,
18204,2008,9,5,DL,2.0,MSP,ATL,906,12:30,15:50,12:15,15:48,0.0,,
18205,2008,11,7,WN,-26.0,OAK,SEA,671,16:01,17:44,16:05,18:10,0.0,,
18206,2008,7,7,US,100.0,CLT,BOS,728,18:20,21:46,17:55,20:06,100.0,nas_delay,100.0
18207,2008,1,2,9E,-11.0,MEM,PHL,874,14:15,17:44,14:16,17:55,0.0,,
18208,2008,8,5,HA,-6.0,HNL,ITO,216,17:17,18:05,17:20,18:11,0.0,,
18209,2008,11,2,OO,3.0,SFO,EUG,451,10:41,12:25,10:48,12:22,0.0,,
18210,2008,8,7,AS,35.0,LAX,SEA,954,08:14,10:39,07:30,10:04,35.0,carrier_delay,35.0
18211,2008,3,6,UA,-22.0,SFO,LAX,337,20:05,21:20,20:10,21:42,0.0,,
18212,2008,6,1,AA,-16.0,CMH,DFW,927,12:15,13:34,12:20,13:50,0.0,,
18213,2008,7,7,AA,2.0,SJU,STT,68,12:48,13:32,12:55,13:30,0.0,,
18214,2008,11,6,MQ,-13.0,PHL,ORD,678,05:59,07:07,06:00,07:20,0.0,,
18215,2008,6,2,AA,94.0,DFW,SJC,1438,15:15,16:44,13:45,15:10,94.0,carrier_delay,90.0
18215,2008,6,2,AA,94.0,DFW,SJC,1438,15:15,16:44,13:45,15:10,94.0,nas_delay,4.0
18216,2008,1,5,OO,21.0,DEN,FCA,753,21:10,23:31,20:55,23:10,21.0,late_aircraft_delay,21.0
18217,2008,10,5,AS,-21.0,SEA,ANC,1449,11:24,13:52,11:30,14:13,0.0,,
18218,2008,1,3,FL,9.0,ATL,DFW,732,14:25,15:56,14:31,15:47,0.0,,
18219,2008,12,2,WN,32.0,PHL,BNA,675,18:56,20:07,18:05,19:35,32.0,carrier_delay,32.0
18220,2008,1,4,F9,3.0,SLC,DEN,391,10:33,11:58,10:30,11:55,0.0,,
18221,2008,11,2,WN,-10.0,BWI,MCO,787,08:38,10:50,08:40,11:00,0.0,,
18222,2008,8,5,OO,5.0,SLC,SGU,269,17:03,18:34,17:05,18:29,0.0,,
18223,2008,12,1,UA,-19.0,SAN,SFO,447,06:14,07:44,06:18,08:03,0.0,,
18224,2008,9,2,OO,1.0,SFO,FAT,158,11:43,12:51,11:44,12:50,0.0,,
18225,2008,3,3,WN,-25.0,PHL,RDU,336,15:09,16:20,15:15,16:45,0.0,,
18226,2008,10,4,MQ,-4.0,DFW,MOB,540,13:00,14:41,13:05,14:45,0.0,,
18227,2008,9,7,B6,-12.0,IAD,BOS,413,20:40,22:08,20:50,22:20,0.0,,
18228,2008,7,1,OO,-2.0,ORD,SYR,607,06:02,08:48,06:04,08:50,0.0,,
18229,2008,11,5,WN,-11.0,OAK,BUR,325,09:20,10:19,09:25,10:30,0.0,,
18230,2008,7,2,9E,-15.0,JAN,DTW,777,09:00,12:15,09:05,12:30,0.0,,
18231,2008,1,2,AA,27.0,DEN,DFW,641,20:01,22:42,19:30,22:15,27.0,late_aircraft_delay,27.0
18232,2008,4,6,OO,5.0,SLC,LAX,590,09:49,10:53,09:50,10:48,0.0,,
18233,2008,8,1,WN,-17.0,PHX,RDU,1891,08:48,15:53,08:50,16:10,0.0,,
18234,2008,12,2,FL,3.0,ROC,TPA,1079,14:51,17:36,14:44,17:33,0.0,,
18235,2008,5,5,WN,159.0,CLE,MDW,307,18:20,19:24,16:30,16:45,159.0,carrier_delay,1.0
18235,2008,5,5,WN,159.0,CLE,MDW,307,18:20,19:24,16:30,16:45,159.0,nas_delay,49.0
18235,2008,5,5,WN,159.0,CLE,MDW,307,18:20,19:24,16:30,16:45,159.0,late_aircraft_delay,109.0
18236,2008,8,7,9E,189.0,SCE,DTW,300,08:28,10:37,06:05,07:28,189.0,carrier_delay,143.0
18236,2008,8,7,9E,189.0,SCE,DTW,300,08:28,10:37,06:05,07:28,189.0,nas_delay,46.0
18237,2008,1,4,XE,162.0,IAH,LFT,201,22:00,23:05,19:21,20:23,162.0,weather_delay,27.0
18237,2008,1,4,XE,162.0,IAH,LFT,201,22:00,23:05,19:21,20:23,162.0,nas_delay,3.0
18237,2008,1,4,XE,162.0,IAH,LFT,201,22:00,23:05,19:21,20:23,162.0,late_aircraft_delay,132.0
18238,2008,9,2,AA,-14.0,LGA,MIA,1097,20:28,23:21,20:35,23:35,0.0,,
18239,2008,3,5,9E,40.0,MSP,SDF,603,11:05,13:50,10:11,13:10,40.0,late_aircraft_delay,40.0
18240,2008,6,2,DL,7.0,ONT,SLC,558,05:55,08:51,06:00,08:44,0.0,,
18241,2008,2,5,US,-18.0,DCA,LGA,214,19:02,19:56,19:00,20:14,0.0,,
18242,2008,5,5,XE,0.0,IAH,MOB,427,18:53,20:22,18:55,20:22,0.0,,
18243,2008,3,7,UA,68.0,SFO,BOS,2704,07:12,16:00,06:15,14:52,68.0,carrier_delay,57.0
18243,2008,3,7,UA,68.0,SFO,BOS,2704,07:12,16:00,06:15,14:52,68.0,nas_delay,11.0
18244,2008,7,4,WN,-1.0,ONT,SMF,389,15:40,16:49,15:35,16:50,0.0,,
18245,2008,5,6,AA,-9.0,DFW,OMA,583,21:25,23:01,21:30,23:10,0.0,,
18246,2008,7,4,US,-20.0,CLT,ATL,227,11:39,12:43,11:40,13:03,0.0,,
18247,2008,9,2,UA,2.0,SEA,DEN,1024,11:17,14:57,11:17,14:55,0.0,,
18248,2008,1,5,EV,-19.0,MLU,ATL,448,17:11,19:24,17:11,19:43,0.0,,
18249,2008,12,5,AA,-3.0,DFW,RIC,1158,13:46,17:17,13:40,17:20,0.0,,
18250,2008,1,3,UA,156.0,ORD,LGA,733,13:49,16:44,11:00,14:08,156.0,nas_delay,156.0
18251,2008,5,5,9E,1.0,MSP,OKC,695,13:12,15:31,13:15,15:30,0.0,,
18252,2008,2,5,F9,-11.0,DEN,IAH,861,10:25,13:37,10:27,13:48,0.0,,
18253,2008,3,3,MQ,-1.0,ORD,EVV,273,12:25,13:29,12:25,13:30,0.0,,
18254,2008,6,1,MQ,1.0,MIA,GSO,710,20:34,22:31,20:25,22:30,0.0,,
18255,2008,6,1,OH,51.0,GRR,CVG,268,15:37,16:48,14:45,15:57,51.0,carrier_delay,51.0
18256,2008,8,2,B6,,TPA,EWR,998,,,17:15,20:03,0.0,,
18257,2008,3,7,OO,23.0,SLC,IAH,1195,16:55,21:15,16:40,20:52,23.0,carrier_delay,23.0
18258,2008,2,5,WN,-9.0,BOI,PDX,344,09:41,09:51,09:45,10:00,0.0,,
18259,2008,6,4,XE,7.0,EWR,SAV,708,15:14,17:46,15:10,17:39,0.0,,
18260,2008,4,3,FL,-6.0,ATL,TPA,406,10:30,11:55,10:35,12:01,0.0,,
18261,2008,4,4,AA,2.0,LAX,AUS,1242,19:30,00:01,19:05,23:59,0.0,,
18262,2008,9,2,XE,-10.0,TUS,IAH,936,09:44,13:58,09:45,14:08,0.0,,
18263,2008,6,4,UA,16.0,SMF,DEN,910,17:09,20:34,16:59,20:18,16.0,nas_delay,9.0
18263,2008,6,4,UA,16.0,SMF,DEN,910,17:09,20:34,16:59,20:18,16.0,late_aircraft_delay,7.0
18264,2008,11,4,MQ,-1.0,ORD,SPI,174,18:53,19:49,18:50,19:50,0.0,,
18265,2008,10,4,9E,-2.0,SCE,DTW,300,06:10,07:26,06:05,07:28,0.0,,
18266,2008,6,3,WN,14.0,ONT,PHX,325,13:13,14:19,12:55,14:05,0.0,,
18267,2008,2,4,DL,2.0,LGA,DCA,214,08:28,09:45,08:30,09:43,0.0,,
18268,2008,2,2,MQ,35.0,DFW,MSN,821,19:58,22:10,19:20,21:35,35.0,weather_delay,35.0
18269,2008,2,2,YV,,CAE,IAD,401,,,19:15,20:39,0.0,,
18270,2008,8,4,B6,-17.0,JFK,PHX,2153,08:31,10:24,08:25,10:41,0.0,,
18271,2008,11,2,WN,-13.0,BWI,MDW,611,17:59,18:57,18:00,19:10,0.0,,
18272,2008,5,5,NW,60.0,LIT,MEM,129,12:22,13:36,11:44,12:36,60.0,weather_delay,38.0
18272,2008,5,5,NW,60.0,LIT,MEM,129,12:22,13:36,11:44,12:36,60.0,nas_delay,22.0
18273,2008,1,4,OO,3.0,ATL,BNA,214,17:17,17:21,17:11,17:18,0.0,,
18274,2008,7,5,OH,28.0,CVG,FSD,701,09:47,10:42,09:05,10:14,28.0,carrier_delay,28.0
18275,2008,5,5,EV,0.0,ATL,ALB,852,21:00,23:17,20:55,23:17,0.0,,
18276,2008,5,1,OO,-7.0,SFO,BOI,522,21:15,23:48,21:25,23:55,0.0,,
18277,2008,10,4,OO,-19.0,SLC,GTF,463,10:49,12:07,10:56,12:26,0.0,,
18278,2008,7,4,WN,-14.0,BDL,LAS,2298,07:30,09:46,07:30,10:00,0.0,,
18279,2008,3,1,OH,18.0,GRR,CVG,268,17:38,18:56,17:30,18:38,18.0,carrier_delay,8.0
18279,2008,3,1,OH,18.0,GRR,CVG,268,17:38,18:56,17:30,18:38,18.0,nas_delay,10.0
18280,2008,1,1,OO,130.0,SLC,BIL,387,17:28,18:50,15:21,16:40,130.0,weather_delay,130.0
18281,2008,12,6,9E,-10.0,MOB,MEM,317,16:20,17:32,16:25,17:42,0.0,,
18282,2008,1,4,WN,10.0,BUR,OAK,325,17:52,19:15,17:50,19:05,0.0,,
18283,2008,9,4,US,22.0,CLT,FLL,631,20:31,22:44,20:20,22:22,22.0,carrier_delay,11.0
18283,2008,9,4,US,22.0,CLT,FLL,631,20:31,22:44,20:20,22:22,22.0,nas_delay,11.0
18284,2008,1,3,9E,-8.0,SGF,DTW,635,17:18,20:23,17:20,20:31,0.0,,
18285,2008,12,3,AA,-18.0,TUL,DFW,237,08:22,09:27,08:30,09:45,0.0,,
18286,2008,6,3,DL,-1.0,BDL,ATL,859,10:19,12:49,10:25,12:50,0.0,,
18287,2008,5,5,AS,-14.0,LAX,SEA,954,13:28,16:02,13:30,16:16,0.0,,
18288,2008,9,3,CO,25.0,MIA,EWR,1086,16:13,19:09,15:40,18:44,25.0,carrier_delay,25.0
18289,2008,1,1,OO,24.0,RDD,SFO,199,11:48,13:08,11:35,12:44,24.0,nas_delay,24.0
18290,2008,7,3,OO,2.0,PSC,DEN,853,05:57,09:16,06:01,09:14,0.0,,
18291,2008,2,3,FL,-1.0,DTW,TPA,983,11:18,13:56,11:22,13:57,0.0,,
18292,2008,7,3,MQ,-4.0,ORD,HPN,738,06:25,09:26,06:25,09:30,0.0,,
18293,2008,10,5,OH,76.0,PIT,JFK,340,19:15,21:25,18:17,20:09,76.0,nas_delay,18.0
18293,2008,10,5,OH,76.0,PIT,JFK,340,19:15,21:25,18:17,20:09,76.0,late_aircraft_delay,58.0
18294,2008,3,5,DL,15.0,ATL,DEN,1199,14:40,16:10,14:38,15:55,15.0,nas_delay,15.0
18295,2008,2,2,AA,-4.0,MIA,ATL,595,21:20,23:11,21:20,23:15,0.0,,
18296,2008,5,4,WN,13.0,BUR,LAS,223,20:44,21:43,20:25,21:30,0.0,,
18297,2008,11,3,OO,-16.0,SFO,FAT,158,11:16,12:07,11:23,12:23,0.0,,
18298,2008,2,1,NW,48.0,FSD,MSP,197,19:26,20:31,18:45,19:43,48.0,carrier_delay,41.0
18298,2008,2,1,NW,48.0,FSD,MSP,197,19:26,20:31,18:45,19:43,48.0,nas_delay,7.0
18299,2008,4,3,WN,8.0,PHL,JAX,742,09:49,12:18,09:45,12:10,0.0,,
18300,2008,4,4,9E,-15.0,AVL,DTW,470,15:55,17:29,16:00,17:44,0.0,,
18301,2008,6,2,NW,26.0,DTW,ROC,296,15:32,16:52,15:15,16:26,26.0,carrier_delay,17.0
18301,2008,6,2,NW,26.0,DTW,ROC,296,15:32,16:52,15:15,16:26,26.0,nas_delay,9.0
18302,2008,12,3,AS,-3.0,OAK,SEA,671,17:56,19:58,18:00,20:01,0.0,,
18303,2008,4,3,F9,6.0,MCI,DEN,533,20:11,20:45,19:52,20:39,0.0,,
18304,2008,5,3,WN,3.0,DAL,HOU,239,16:02,17:08,16:00,17:05,0.0,,
18305,2008,11,4,WN,157.0,PVD,PHL,238,21:39,23:02,19:05,20:25,157.0,nas_delay,152.0
18305,2008,11,4,WN,157.0,PVD,PHL,238,21:39,23:02,19:05,20:25,157.0,late_aircraft_delay,5.0
18306,2008,7,5,FL,-11.0,ROC,BWI,277,06:55,07:59,07:00,08:10,0.0,,
18307,2008,4,3,9E,-22.0,IND,RSW,946,11:49,14:08,11:50,14:30,0.0,,
18308,2008,10,2,XE,-22.0,CLE,DAY,162,08:32,09:15,08:45,09:37,0.0,,
18309,2008,4,6,XE,-7.0,GSP,IAH,838,06:39,08:01,06:43,08:08,0.0,,
18310,2008,7,4,MQ,89.0,ORD,GRR,137,22:00,23:59,20:40,22:30,89.0,nas_delay,9.0
18310,2008,7,4,MQ,89.0,ORD,GRR,137,22:00,23:59,20:40,22:30,89.0,late_aircraft_delay,80.0
18311,2008,5,3,EV,10.0,ATL,CAK,528,09:46,11:45,09:51,11:35,0.0,,
18312,2008,5,2,NW,32.0,DFW,MSP,852,06:06,08:46,05:55,08:14,32.0,carrier_delay,11.0
18312,2008,5,2,NW,32.0,DFW,MSP,852,06:06,08:46,05:55,08:14,32.0,nas_delay,21.0
18313,2008,8,7,F9,-4.0,DEN,SJC,948,12:20,13:56,12:28,14:00,0.0,,
18314,2008,4,3,US,,CLT,LAX,2125,18:15,,18:15,20:34,0.0,,
18315,2008,11,5,OH,-10.0,CVG,HTS,123,10:27,11:07,10:30,11:17,0.0,,
18316,2008,10,5,US,-16.0,PBI,PHL,951,11:58,14:25,12:05,14:41,0.0,,
18317,2008,4,5,XE,4.0,CLE,CHS,595,11:10,13:14,11:15,13:10,0.0,,
18318,2008,11,6,EV,-22.0,TUL,ATL,674,12:52,15:33,13:00,15:55,0.0,,
18319,2008,1,2,MQ,5.0,DFW,CRP,354,15:05,16:25,15:00,16:20,0.0,,
18320,2008,8,6,AA,109.0,ORD,PHX,1440,21:51,23:14,19:50,21:25,109.0,carrier_delay,96.0
18320,2008,8,6,AA,109.0,ORD,PHX,1440,21:51,23:14,19:50,21:25,109.0,nas_delay,13.0
18321,2008,2,6,CO,21.0,MSY,IAH,305,12:22,13:41,12:10,13:20,21.0,nas_delay,9.0
18321,2008,2,6,CO,21.0,MSY,IAH,305,12:22,13:41,12:10,13:20,21.0,late_aircraft_delay,12.0
18322,2008,4,2,WN,47.0,CMH,BNA,338,09:06,09:22,08:20,08:35,47.0,carrier_delay,46.0
18322,2008,4,2,WN,47.0,CMH,BNA,338,09:06,09:22,08:20,08:35,47.0,nas_delay,1.0
18323,2008,11,6,UA,4.0,BOS,IAD,413,06:09,07:51,06:00,07:47,0.0,,
18324,2008,5,6,OH,-23.0,IND,CVG,98,14:49,15:18,14:50,15:41,0.0,,
18325,2008,5,1,NW,39.0,DTW,LAX,1979,12:29,14:47,12:17,14:08,39.0,carrier_delay,12.0
18325,2008,5,1,NW,39.0,DTW,LAX,1979,12:29,14:47,12:17,14:08,39.0,nas_delay,27.0
18326,2008,7,2,WN,-2.0,PHX,PHL,2075,16:56,00:38,16:55,00:40,0.0,,
18327,2008,4,6,9E,-2.0,SWF,DTW,479,05:56,07:51,06:00,07:53,0.0,,
18328,2008,10,5,HA,13.0,HNL,ITO,216,16:30,17:22,16:18,17:09,0.0,,
18329,2008,5,4,MQ,23.0,LGA,PIT,335,08:05,09:53,07:59,09:30,23.0,carrier_delay,5.0
18329,2008,5,4,MQ,23.0,LGA,PIT,335,08:05,09:53,07:59,09:30,23.0,nas_delay,17.0
18329,2008,5,4,MQ,23.0,LGA,PIT,335,08:05,09:53,07:59,09:30,23.0,late_aircraft_delay,1.0
18330,2008,3,6,OO,-12.0,GJT,SLC,217,17:51,18:45,17:55,18:57,0.0,,
18331,2008,5,5,AA,10.0,FLL,SJU,1046,06:00,08:30,06:00,08:20,0.0,,
18332,2008,4,5,MQ,17.0,ORD,SDF,286,17:22,19:37,17:05,19:20,17.0,carrier_delay,17.0
18333,2008,4,3,US,-20.0,PHL,LAX,2401,07:31,10:10,07:30,10:30,0.0,,
18334,2008,10,2,WN,7.0,BUF,BWI,281,06:15,07:22,06:10,07:15,0.0,,
18335,2008,9,1,AA,-4.0,DFW,STL,551,10:45,12:21,10:50,12:25,0.0,,
18336,2008,10,5,OH,-14.0,DCA,CVG,411,18:29,20:01,18:26,20:15,0.0,,
18337,2008,3,7,WN,24.0,BWI,DTW,408,21:11,22:29,20:35,22:05,24.0,carrier_delay,6.0
18337,2008,3,7,WN,24.0,BWI,DTW,408,21:11,22:29,20:35,22:05,24.0,late_aircraft_delay,18.0
18338,2008,11,2,B6,-3.0,BUF,JFK,301,11:43,13:04,11:50,13:07,0.0,,
18339,2008,9,3,YV,-24.0,DTW,ORD,235,13:36,13:37,13:48,14:01,0.0,,
18340,2008,4,3,US,34.0,ATL,LAS,1747,21:33,23:39,21:40,23:05,34.0,nas_delay,34.0
18341,2008,7,2,US,-11.0,RSW,CLT,600,19:12,20:54,19:13,21:05,0.0,,
18342,2008,10,7,US,-11.0,DCA,LGA,214,12:54,14:14,13:00,14:25,0.0,,
18343,2008,7,2,FL,32.0,MSY,ATL,425,13:54,16:47,13:43,16:15,32.0,carrier_delay,11.0
18343,2008,7,2,FL,32.0,MSY,ATL,425,13:54,16:47,13:43,16:15,32.0,nas_delay,21.0
18344,2008,1,3,UA,56.0,ORD,BWI,622,19:32,22:37,18:50,21:41,56.0,carrier_delay,23.0
18344,2008,1,3,UA,56.0,ORD,BWI,622,19:32,22:37,18:50,21:41,56.0,nas_delay,14.0
18344,2008,1,3,UA,56.0,ORD,BWI,622,19:32,22:37,18:50,21:41,56.0,late_aircraft_delay,19.0
18345,2008,6,1,AA,18.0,BOS,LAX,2611,07:32,10:53,07:35,10:35,18.0,nas_delay,18.0
18346,2008,6,5,UA,-6.0,BOS,ORD,867,17:14,18:51,17:11,18:57,0.0,,
18347,2008,7,2,AS,7.0,SNA,SEA,978,12:01,14:42,12:00,14:35,0.0,,
18348,2008,6,4,FL,-16.0,FNT,ATL,644,11:52,13:42,11:58,13:58,0.0,,
18349,2008,5,3,MQ,4.0,SBA,LAX,89,18:09,19:04,18:11,19:00,0.0,,
18350,2008,6,5,YV,1.0,PHX,SBP,509,19:50,21:27,19:50,21:26,0.0,,
18351,2008,10,3,WN,0.0,DAL,AUS,189,07:11,08:00,07:10,08:00,0.0,,
18352,2008,6,7,OH,,CVG,ORD,264,,,15:25,15:45,0.0,,
18353,2008,8,7,NW,-4.0,PHL,DTW,453,06:13,07:59,06:15,08:03,0.0,,
18354,2008,11,2,US,0.0,PHX,PDX,1009,17:49,19:38,17:55,19:38,0.0,,
18355,2008,9,6,B6,-15.0,FLL,EWR,1065,09:52,12:37,10:00,12:52,0.0,,
18356,2008,12,1,WN,-11.0,LAS,SAN,258,20:51,21:44,20:50,21:55,0.0,,
18357,2008,2,3,XE,76.0,CVG,EWR,569,17:55,19:41,16:05,18:25,76.0,nas_delay,76.0
18358,2008,9,1,MQ,-5.0,ABI,DFW,158,06:42,07:30,06:45,07:35,0.0,,
18359,2008,10,4,FL,-6.0,MCI,ATL,692,06:55,09:53,07:05,09:59,0.0,,
18360,2008,6,1,OO,-2.0,ATL,MSP,906,06:59,08:34,07:00,08:36,0.0,,
18361,2008,3,1,B6,-3.0,JFK,TPA,1005,05:55,08:47,06:00,08:50,0.0,,
18362,2008,10,4,OO,7.0,SFO,BOI,522,17:44,20:07,17:29,20:00,0.0,,
18363,2008,7,7,WN,80.0,SEA,BOI,399,21:19,23:35,20:00,22:15,80.0,carrier_delay,79.0
18363,2008,7,7,WN,80.0,SEA,BOI,399,21:19,23:35,20:00,22:15,80.0,nas_delay,1.0
18364,2008,10,2,DL,0.0,MEM,ATL,332,05:54,08:14,06:00,08:14,0.0,,
18365,2008,10,7,UA,-14.0,ORD,LAS,1515,07:21,09:06,07:20,09:20,0.0,,
18366,2008,2,5,UA,-12.0,SFO,LAX,337,08:32,09:46,08:32,09:58,0.0,,
18367,2008,4,3,WN,4.0,HOU,SAT,192,17:34,18:24,17:30,18:20,0.0,,
18368,2008,4,6,CO,2.0,MSY,IAH,305,06:35,07:42,06:30,07:40,0.0,,
18369,2008,12,2,WN,59.0,SJC,ONT,333,22:36,23:39,21:30,22:40,59.0,carrier_delay,8.0
18369,2008,12,2,WN,59.0,SJC,ONT,333,22:36,23:39,21:30,22:40,59.0,late_aircraft_delay,51.0
18370,2008,5,6,US,3.0,PHL,TPA,920,07:56,10:55,08:00,10:52,0.0,,
18371,2008,1,2,US,18.0,PHL,BOS,280,16:14,17:54,16:15,17:36,18.0,nas_delay,18.0
18372,2008,10,5,MQ,-9.0,DCA,LGA,214,11:39,12:50,11:40,12:59,0.0,,
18373,2008,7,6,CO,5.0,SJC,IAH,1608,06:10,12:10,06:15,12:05,0.0,,
18374,2008,4,2,9E,-15.0,EVV,DTW,364,06:55,09:13,07:00,09:28,0.0,,
18375,2008,4,6,WN,-8.0,ORF,BWI,159,17:18,18:07,17:20,18:15,0.0,,
18376,2008,5,4,B6,-7.0,BUF,JFK,301,07:59,09:17,08:00,09:24,0.0,,
18377,2008,10,4,OO,-5.0,MSN,DEN,826,09:17,10:41,09:22,10:46,0.0,,
18378,2008,11,6,US,-16.0,LGA,BOS,185,15:54,16:55,16:00,17:11,0.0,,
18379,2008,7,5,EV,-12.0,ATL,GRR,640,12:05,13:49,12:11,14:01,0.0,,
18380,2008,4,2,NW,7.0,MSP,MOT,449,22:15,24:00,22:26,23:53,0.0,,
18381,2008,11,4,AA,13.0,TPA,DFW,929,09:30,11:23,09:15,11:10,0.0,,
18382,2008,11,5,XE,121.0,GRR,EWR,605,21:11,22:58,18:45,20:57,121.0,nas_delay,121.0
18383,2008,6,5,DL,35.0,ATL,SAN,1891,10:56,12:53,11:00,12:18,35.0,nas_delay,35.0
18384,2008,8,2,WN,-2.0,MCO,MDW,989,08:02,09:38,07:55,09:40,0.0,,
18385,2008,4,3,DL,3.0,ATL,RSW,515,20:18,22:04,20:20,22:01,0.0,,
18386,2008,7,1,DL,14.0,CVG,LAX,1900,13:37,15:02,13:20,14:48,0.0,,
18387,2008,10,1,UA,-10.0,IAD,DEN,1452,05:58,07:37,06:00,07:47,0.0,,
18388,2008,2,3,UA,-19.0,SMF,DEN,910,07:04,10:11,07:09,10:30,0.0,,
18389,2008,10,2,YV,-3.0,IAH,PHX,1009,12:00,12:44,12:05,12:47,0.0,,
18390,2008,8,7,EV,-11.0,GSP,ATL,153,12:16,13:06,12:20,13:17,0.0,,
18391,2008,10,7,F9,0.0,DEN,SMF,910,08:39,10:03,08:35,10:03,0.0,,
18392,2008,7,2,WN,27.0,PHX,TUL,935,13:55,18:12,13:25,17:45,27.0,late_aircraft_delay,27.0
